person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
42,66000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3600,8.0,0.05,N,13,0
25,85000,RENT,9.0,EDUCATION,A,5000,7.9,0.06,N,2,0
31,44000,RENT,6.0,EDUCATION,C,11650,13.49,0.27,N,9,0
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,6.99,0.1,N,4,0
24,38000,MORTGAGE,4.0,MEDICAL,C,16700,13.49,0.43,N,3,0
34,60000,RENT,6.0,PERSONAL,B,12000,9.91,0.2,N,9,0
26,44000,MORTGAGE,1.0,MEDICAL,A,3000,9.63,0.07,N,2,0
45,47496,RENT,8.0,VENTURE,B,5000,12.69,0.11,N,13,0
34,60000,RENT,6.0,VENTURE,C,10000,13.49,0.17,N,9,0
23,50000,MORTGAGE,7.0,PERSONAL,B,6000,10.36,0.12,N,4,0
25,30000,RENT,4.0,EDUCATION,B,7000,9.91,0.23,N,4,1
25,38400,RENT,2.0,MEDICAL,B,12000,10.99,0.31,N,2,1
23,24000,RENT,1.0,EDUCATION,A,7000,8.9,0.29,N,3,1
24,32000,RENT,3.0,MEDICAL,D,5000,15.21,0.16,N,4,1
25,72000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14000,14.65,0.19,Y,3,0
25,37000,MORTGAGE,0.0,PERSONAL,B,5000,11.86,0.13,N,2,0
25,50000,MORTGAGE,5.0,PERSONAL,A,12000,7.88,0.24,N,4,0
29,80796,MORTGAGE,13.0,PERSONAL,B,6000,11.89,0.07,N,8,0
24,110000,MORTGAGE,8.0,VENTURE,C,25000,13.48,0.23,N,2,0
24,27600,RENT,1.0,HOMEIMPROVEMENT,A,3200,7.49,0.13,N,2,1
33,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,13.49,0.08,N,8,0
22,80000,MORTGAGE,6.0,VENTURE,C,8000,15.27,0.1,N,4,0
39,105000,MORTGAGE,7.0,MEDICAL,A,7200,7.49,0.07,N,16,0
24,65000,MORTGAGE,8.0,MEDICAL,A,10000,5.79,0.15,N,3,0
30,75000,OWN,4.0,EDUCATION,A,7500,7.14,0.11,N,8,0
30,26400,RENT,3.0,DEBTCONSOLIDATION,C,1500,14.22,0.06,N,8,0
23,100000,RENT,0.0,MEDICAL,A,6000,7.51,0.06,N,2,0
24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,7.51,0.13,N,3,0
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.23,0.22,N,3,0
27,120775,OWN,11.0,EDUCATION,A,12000,8.94,0.1,N,6,0
24,29004,RENT,8.0,MEDICAL,B,5000,10.0,0.17,N,2,1
24,43000,RENT,0.0,MEDICAL,B,12000,11.71,0.28,N,2,0
28,45500,RENT,1.0,VENTURE,B,5000,10.37,0.11,N,6,0
33,110000,MORTGAGE,5.0,VENTURE,C,3000,14.27,0.03,N,7,0
22,78000,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0.18,N,2,0
26,90000,RENT,2.0,VENTURE,C,21000,14.26,0.23,N,4,0
27,40000,MORTGAGE,4.0,MEDICAL,A,4000,7.14,0.1,N,8,0
24,30000,RENT,2.0,VENTURE,B,3000,11.12,0.1,N,3,0
31,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,12000,13.16,0.09,Y,6,0
33,77100,RENT,6.0,DEBTCONSOLIDATION,A,35000,8.49,0.45,N,7,1
24,99996,MORTGAGE,2.0,PERSONAL,C,10000,12.99,0.1,N,2,0
23,25000,RENT,1.0,DEBTCONSOLIDATION,B,3500,10.38,0.14,N,2,0
24,90000,RENT,1.0,VENTURE,B,20000,12.18,0.22,N,2,0
22,180000,MORTGAGE,2.0,EDUCATION,A,6000,6.54,0.03,N,3,0
27,75000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000,12.21,0.2,N,10,0
23,55000,RENT,5.0,EDUCATION,C,8000,13.49,0.15,N,4,0
26,99275,RENT,1.0,PERSONAL,C,10000,14.65,0.1,Y,4,0
22,78720,RENT,6.0,VENTURE,B,9000,11.11,0.12,N,2,0
26,30000,RENT,1.0,MEDICAL,C,10000,13.22,0.33,N,4,1
24,40000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3600,7.29,0.09,N,2,0
53,60000,RENT,0.0,DEBTCONSOLIDATION,D,14000,14.91,0.23,Y,21,1
28,30000,RENT,3.0,MEDICAL,B,8050,12.69,0.27,N,6,1
22,59000,RENT,2.0,EDUCATION,A,18000,8.9,0.31,N,2,1
25,106000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000,9.88,0.05,N,2,0
26,106000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,12.69,0.06,N,2,0
22,30000,RENT,5.0,HOMEIMPROVEMENT,E,8000,19.29,0.27,N,2,1
24,100000,MORTGAGE,8.0,EDUCATION,A,12000,7.14,0.12,N,4,0
25,75000,RENT,0.0,EDUCATION,A,5000,8.0,0.07,N,4,0
25,29640,RENT,2.0,MEDICAL,D,5000,14.96,0.17,Y,4,1
23,80000,RENT,7.0,VENTURE,A,10000,7.49,0.13,N,4,0
33,150000,MORTGAGE,11.0,EDUCATION,B,14000,9.91,0.09,N,9,0
27,63000,RENT,11.0,HOMEIMPROVEMENT,B,8000,11.49,0.13,N,10,0
22,56950,RENT,6.0,MEDICAL,B,7550,10.75,0.11,N,4,1
27,48000,RENT,2.0,EDUCATION,C,10000,13.72,0.21,N,7,0
23,31000,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.29,0.39,N,3,1
37,40000,RENT,5.0,VENTURE,C,12000,12.87,0.3,Y,17,0
22,36000,RENT,2.0,PERSONAL,A,3000,5.79,0.08,N,3,0
23,25000,RENT,3.0,DEBTCONSOLIDATION,A,6200,7.88,0.25,N,3,0
30,39000,RENT,0.0,MEDICAL,B,5000,11.36,0.13,N,5,1
30,61828,RENT,4.0,PERSONAL,D,11000,18.39,0.18,N,4,0
31,96000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10000,9.99,0.1,N,5,0
24,48000,RENT,8.0,VENTURE,A,12000,7.88,0.25,N,4,0
24,60000,RENT,0.0,PERSONAL,B,10000,10.25,0.17,N,2,0
32,64700,RENT,3.0,MEDICAL,B,20000,12.53,0.31,N,5,1
36,70000,RENT,5.0,PERSONAL,B,13000,11.99,0.18,N,12,0
21,65000,RENT,5.0,VENTURE,B,5000,11.99,0.08,N,4,0
23,45000,RENT,5.0,VENTURE,B,8000,10.65,0.18,N,2,0
27,61000,OWN,7.0,DEBTCONSOLIDATION,C,4000,13.49,0.07,Y,10,0
25,110000,RENT,9.0,VENTURE,C,20000,11.22,0.18,N,2,0
26,125600,OWN,10.0,PERSONAL,B,12500,11.36,0.1,N,2,0
32,47928,MORTGAGE,15.0,DEBTCONSOLIDATION,C,5400,13.98,0.13,Y,9,0
27,71004,MORTGAGE,1.0,PERSONAL,B,6000,9.25,0.09,N,9,0
29,100000,RENT,5.0,PERSONAL,B,12000,10.99,0.12,N,9,0
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.51,0.05,N,10,0
30,34000,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.51,0.35,N,6,1
33,54000,MORTGAGE,15.0,PERSONAL,B,6000,11.49,0.11,N,7,1
23,54000,RENT,8.0,PERSONAL,A,12000,7.88,0.22,N,2,0
35,55000,MORTGAGE,18.0,VENTURE,C,1500,13.43,0.03,N,7,0
37,90000,RENT,4.0,DEBTCONSOLIDATION,A,3000,6.03,0.03,N,12,0
23,50000,RENT,7.0,EDUCATION,C,10000,13.57,0.2,Y,4,0
31,100000,MORTGAGE,9.0,PERSONAL,C,13000,13.06,0.13,N,5,0
25,78000,MORTGAGE,9.0,EDUCATION,A,8000,7.14,0.1,N,2,0
22,42000,RENT,4.0,PERSONAL,B,15250,11.26,0.36,N,4,1
24,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.99,0.29,N,4,0
36,95000,RENT,0.0,PERSONAL,B,4000,12.69,0.04,N,16,0
28,85000,MORTGAGE,12.0,MEDICAL,B,28000,10.65,0.32,N,9,0
25,75000,MORTGAGE,4.0,EDUCATION,D,4000,14.54,0.05,Y,3,0
21,45000,RENT,3.0,EDUCATION,B,5700,10.39,0.12,N,4,0
28,45691,RENT,12.0,VENTURE,A,7000,7.9,0.16,N,6,0
37,42000,RENT,2.0,MEDICAL,B,2000,11.26,0.05,N,17,0
24,60000,RENT,1.0,DEBTCONSOLIDATION,C,7200,12.73,0.12,Y,2,0
23,65000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.25,0.15,N,3,0
28,56864,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10700,7.88,0.18,N,5,0
29,75000,RENT,3.0,PERSONAL,B,15000,11.48,0.2,N,5,0
24,56000,MORTGAGE,8.0,PERSONAL,C,3000,12.73,0.05,Y,2,0
23,45000,RENT,3.0,EDUCATION,C,7000,13.43,0.16,N,3,0
22,36000,OWN,6.0,VENTURE,A,1000,5.42,0.03,N,2,0
22,150000,MORTGAGE,5.0,PERSONAL,A,8300,7.51,0.05,N,4,0
23,36000,RENT,6.0,EDUCATION,A,10000,5.99,0.28,N,2,0
22,68000,RENT,5.0,PERSONAL,B,12000,12.42,0.18,N,2,0
32,88000,RENT,4.0,PERSONAL,A,14400,7.88,0.16,N,8,0
23,19200,RENT,2.0,PERSONAL,D,3000,15.33,0.16,N,4,1
25,60000,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0.17,N,3,0
22,50000,MORTGAGE,6.0,MEDICAL,A,3000,6.99,0.06,N,3,0
32,1200000,RENT,2.0,PERSONAL,A,10000,7.51,0.01,N,9,0
28,120000,RENT,1.0,EDUCATION,B,3000,12.69,0.03,N,8,0
27,85000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,10000,13.49,0.12,Y,9,0
24,50000,RENT,2.0,MEDICAL,A,16000,7.51,0.34,N,4,1
26,40000,OWN,10.0,HOMEIMPROVEMENT,C,3000,12.53,0.07,N,2,0
27,45000,RENT,6.0,PERSONAL,A,5000,7.9,0.11,N,7,0
30,50000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,15000,5.99,0.3,N,7,0
32,55000,RENT,4.0,MEDICAL,C,8000,13.85,0.15,Y,10,0
22,30000,MORTGAGE,6.0,EDUCATION,B,2000,10.99,0.07,N,2,0
25,30000,RENT,3.0,MEDICAL,B,5000,10.99,0.17,N,2,0
22,27996,RENT,2.0,VENTURE,B,5500,12.69,0.2,N,4,0
27,180000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,14000,6.03,0.08,N,7,0
24,42000,RENT,3.0,DEBTCONSOLIDATION,B,8000,11.49,0.19,N,3,1
31,102000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,10000,8.9,0.1,N,5,0
22,25000,RENT,2.0,MEDICAL,C,5600,14.22,0.22,N,3,0
28,60000,RENT,7.0,DEBTCONSOLIDATION,B,12000,10.65,0.2,N,6,0
25,57000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,19925,15.57,0.35,N,4,1
34,80000,RENT,3.0,VENTURE,B,21000,10.59,0.26,N,8,0
35,40000,RENT,1.0,MEDICAL,B,4000,11.49,0.1,N,6,0
26,62000,MORTGAGE,9.0,PERSONAL,A,5000,6.92,0.08,N,2,0
28,90000,MORTGAGE,12.0,EDUCATION,A,12000,7.49,0.13,N,5,0
25,175000,MORTGAGE,6.0,PERSONAL,C,35000,14.27,0.19,Y,2,0
40,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6000,12.87,0.08,Y,15,1
31,95000,MORTGAGE,6.0,EDUCATION,A,4275,5.42,0.04,N,10,0
23,85000,MORTGAGE,8.0,VENTURE,A,6500,8.59,0.08,N,2,0
24,85000,MORTGAGE,0.0,PERSONAL,C,16000,13.49,0.19,Y,4,0
28,40000,MORTGAGE,2.0,VENTURE,A,5000,6.99,0.13,N,6,0
27,39000,RENT,0.0,MEDICAL,C,5000,14.22,0.13,N,9,1
26,110000,MORTGAGE,5.0,MEDICAL,A,6000,8.94,0.06,N,2,0
23,40000,RENT,7.0,EDUCATION,B,15000,11.71,0.38,N,4,1
24,40000,MORTGAGE,4.0,EDUCATION,B,15000,12.42,0.38,N,2,0
23,38400,RENT,3.0,EDUCATION,C,2400,13.16,0.06,Y,3,0
29,115000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0.09,N,5,0
23,80000,MORTGAGE,5.0,VENTURE,A,10000,7.51,0.13,N,2,0
37,51000,RENT,3.0,EDUCATION,A,8400,8.94,0.16,N,15,0
32,20640,RENT,2.0,PERSONAL,C,6250,12.61,0.3,Y,9,0
23,61836,RENT,0.0,DEBTCONSOLIDATION,E,10000,17.93,0.16,Y,4,1
26,50000,RENT,4.0,DEBTCONSOLIDATION,A,10000,7.88,0.2,N,4,0
27,84000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6000,9.88,0.07,N,8,0
29,50000,RENT,14.0,VENTURE,A,2000,7.29,0.04,N,8,1
21,36588,RENT,5.0,DEBTCONSOLIDATION,D,1000,14.61,0.03,Y,4,1
25,30000,RENT,9.0,MEDICAL,B,10000,12.42,0.33,N,2,1
23,51600,MORTGAGE,7.0,VENTURE,B,4000,9.91,0.08,N,3,0
22,70000,MORTGAGE,6.0,MEDICAL,A,12000,6.99,0.17,N,4,0
28,56000,RENT,1.0,VENTURE,C,3600,13.49,0.06,N,9,0
22,27800,OWN,2.0,PERSONAL,B,13250,11.71,0.51,N,4,0
44,42000,RENT,3.0,DEBTCONSOLIDATION,C,8000,12.84,0.19,N,15,0
22,26400,MORTGAGE,1.0,EDUCATION,D,6000,15.62,0.23,N,3,0
22,45000,MORTGAGE,6.0,VENTURE,C,8000,12.87,0.18,Y,3,0
24,64000,MORTGAGE,9.0,VENTURE,B,10200,11.49,0.16,N,3,0
22,37500,RENT,3.0,PERSONAL,C,5000,11.03,0.13,Y,3,0
25,90000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,12000,6.92,0.13,N,4,0
59,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,13.92,0.11,Y,27,0
26,60000,OWN,10.0,VENTURE,B,10000,12.69,0.17,N,4,0
26,115000,RENT,1.0,MEDICAL,C,5000,12.98,0.04,Y,4,0
22,42000,RENT,6.0,VENTURE,B,3000,11.11,0.07,N,3,0
32,24000,RENT,0.0,MEDICAL,A,2000,7.51,0.08,N,10,0
32,68004,MORTGAGE,16.0,PERSONAL,B,6000,11.86,0.09,N,9,0
31,15000,OWN,0.0,VENTURE,C,2500,13.16,0.15,Y,7,0
21,34800,RENT,0.0,VENTURE,D,9600,17.27,0.28,Y,3,1
27,35000,RENT,0.0,PERSONAL,A,10000,6.54,0.29,N,7,0
25,40000,RENT,3.0,VENTURE,C,15000,12.61,0.38,Y,2,1
22,78000,RENT,4.0,EDUCATION,C,10000,14.27,0.13,Y,3,0
26,75996,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3600,7.29,0.05,N,4,0
37,51600,RENT,3.0,PERSONAL,B,10800,10.36,0.21,N,13,0
30,105000,MORTGAGE,12.0,MEDICAL,A,4000,5.42,0.04,N,5,0
28,54000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,8.49,0.28,N,8,0
31,78000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,7.51,0.13,N,7,0
23,70000,OWN,2.0,VENTURE,B,20000,12.42,0.29,N,2,0
24,48000,RENT,8.0,MEDICAL,B,5000,10.74,0.1,N,3,0
26,60000,RENT,0.0,DEBTCONSOLIDATION,B,5600,11.26,0.09,N,4,0
31,50950,RENT,5.0,HOMEIMPROVEMENT,A,22000,7.9,0.44,N,9,1
21,50000,RENT,5.0,DEBTCONSOLIDATION,C,8000,12.87,0.16,Y,2,0
26,50000,MORTGAGE,6.0,VENTURE,A,4000,7.14,0.08,N,2,0
25,43000,RENT,1.0,HOMEIMPROVEMENT,D,6000,14.91,0.14,Y,4,1
28,56056,RENT,1.0,MEDICAL,B,5600,10.37,0.1,N,7,0
26,60000,MORTGAGE,10.0,PERSONAL,A,5000,5.42,0.08,N,4,0
24,62500,RENT,1.0,VENTURE,C,12000,13.16,0.19,N,3,0
22,30000,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.49,0.33,Y,3,1
30,71400,MORTGAGE,14.0,DEBTCONSOLIDATION,A,19000,6.91,0.24,N,9,0
32,60000,MORTGAGE,16.0,EDUCATION,A,5000,7.51,0.08,N,5,0
25,48000,RENT,3.0,PERSONAL,B,4000,11.36,0.08,N,2,0
23,24000,OWN,0.0,VENTURE,A,3000,7.49,0.13,N,4,0
31,57336,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,16.89,0.28,N,9,0
31,76000,RENT,7.0,HOMEIMPROVEMENT,B,20000,11.14,0.26,N,7,0
21,36000,RENT,5.0,DEBTCONSOLIDATION,B,4000,11.14,0.11,N,4,0
24,120000,MORTGAGE,8.0,VENTURE,B,8000,11.86,0.07,N,3,0
34,65000,RENT,4.0,MEDICAL,B,15000,10.99,0.23,N,5,0
29,114000,MORTGAGE,1.0,EDUCATION,B,17325,12.42,0.15,N,6,0
23,67000,RENT,1.0,PERSONAL,A,3250,6.76,0.05,N,3,0
30,65000,MORTGAGE,15.0,PERSONAL,A,6000,7.66,0.09,N,7,0
27,90000,MORTGAGE,6.0,PERSONAL,A,7500,7.14,0.08,N,8,0
25,80000,MORTGAGE,1.0,VENTURE,A,3000,6.39,0.04,N,4,0
28,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,12000,11.11,0.17,N,6,0
32,88000,RENT,1.0,EDUCATION,C,15000,13.47,0.17,N,5,0
25,27600,RENT,2.0,DEBTCONSOLIDATION,A,4000,7.29,0.14,N,3,0
23,47000,OWN,7.0,EDUCATION,B,15000,11.49,0.32,N,2,0
24,66000,RENT,3.0,MEDICAL,B,2500,10.75,0.04,N,2,0
24,52000,RENT,3.0,VENTURE,B,3500,11.86,0.07,N,4,0
28,48000,OWN,4.0,EDUCATION,A,3000,7.49,0.06,N,9,0
22,40000,RENT,1.0,EDUCATION,B,5000,12.53,0.13,N,4,0
24,100000,MORTGAGE,8.0,VENTURE,B,2000,9.99,0.02,N,3,0
34,63500,OWN,5.0,EDUCATION,B,6000,11.48,0.1,N,9,0
25,60000,MORTGAGE,8.0,PERSONAL,A,12800,6.92,0.21,N,2,0
25,150000,MORTGAGE,7.0,MEDICAL,A,12000,6.54,0.08,N,3,0
25,74000,MORTGAGE,6.0,PERSONAL,B,12000,12.53,0.16,N,2,1
40,60000,RENT,2.0,EDUCATION,A,3600,7.66,0.06,N,12,0
25,50000,MORTGAGE,2.0,MEDICAL,B,3000,11.86,0.06,N,3,0
50,80000,RENT,1.0,VENTURE,A,8000,9.63,0.1,N,12,0
21,40000,RENT,0.0,VENTURE,A,2000,7.51,0.05,N,4,0
28,65000,MORTGAGE,5.0,PERSONAL,B,7000,11.49,0.11,N,9,0
21,65004,OWN,5.0,VENTURE,C,6000,12.87,0.09,N,4,0
23,39000,MORTGAGE,5.0,PERSONAL,D,3000,14.96,0.08,Y,2,1
28,34000,RENT,0.0,MEDICAL,D,11000,14.61,0.32,Y,8,1
23,48000,MORTGAGE,3.0,PERSONAL,C,10000,13.49,0.21,N,2,0
43,48600,MORTGAGE,0.0,DEBTCONSOLIDATION,D,25000,14.96,0.5,N,17,1
24,80000,RENT,2.0,HOMEIMPROVEMENT,A,6000,7.9,0.07,N,2,0
38,42200,RENT,7.0,MEDICAL,D,10000,16.49,0.24,N,13,1
28,51000,RENT,12.0,VENTURE,A,1925,6.17,0.04,N,10,0
25,84000,MORTGAGE,9.0,VENTURE,B,25000,11.26,0.3,N,2,0
21,58000,RENT,4.0,EDUCATION,D,10000,15.7,0.17,Y,3,0
21,45432,MORTGAGE,3.0,PERSONAL,B,10000,9.88,0.22,N,7,0
25,31500,RENT,6.0,VENTURE,C,10000,13.48,0.32,N,3,1
22,60000,RENT,3.0,PERSONAL,B,1500,10.65,0.03,N,4,0
55,78000,MORTGAGE,3.0,PERSONAL,C,20000,15.96,0.26,Y,21,0
25,50000,RENT,7.0,HOMEIMPROVEMENT,A,6000,7.49,0.12,N,4,0
23,68000,MORTGAGE,7.0,PERSONAL,A,10000,5.79,0.15,N,2,0
22,72000,MORTGAGE,3.0,EDUCATION,A,12000,7.29,0.17,N,4,0
38,140000,MORTGAGE,9.0,EDUCATION,B,11000,9.63,0.08,N,12,0
25,120000,MORTGAGE,3.0,VENTURE,A,6000,6.92,0.05,N,4,0
22,89250,RENT,2.0,MEDICAL,D,7500,15.05,0.09,Y,3,1
21,36000,RENT,5.0,EDUCATION,B,10000,10.37,0.28,N,4,0
28,60000,RENT,7.0,VENTURE,D,5000,14.61,0.08,N,5,0
31,36000,RENT,5.0,EDUCATION,A,8000,7.51,0.22,N,8,0
31,80000,MORTGAGE,15.0,PERSONAL,B,6000,12.69,0.07,N,5,0
22,25000,RENT,6.0,PERSONAL,B,3000,11.71,0.12,N,4,0
39,85000,MORTGAGE,5.0,VENTURE,B,4000,9.25,0.05,N,16,0
32,109500,MORTGAGE,6.0,EDUCATION,C,17500,13.92,0.16,N,8,0
25,61200,MORTGAGE,9.0,PERSONAL,D,15000,15.58,0.24,Y,4,0
24,69996,MORTGAGE,4.0,VENTURE,A,3250,6.39,0.05,N,3,0
24,32000,RENT,6.0,EDUCATION,C,10000,13.98,0.31,Y,3,1
32,65000,MORTGAGE,7.0,MEDICAL,A,10000,7.49,0.15,N,6,0
32,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4000,10.74,0.07,N,10,0
24,36000,MORTGAGE,8.0,PERSONAL,A,3600,5.79,0.1,N,4,0
22,59000,MORTGAGE,4.0,VENTURE,F,6000,21.36,0.1,Y,2,1
35,34000,RENT,4.0,PERSONAL,D,6400,17.49,0.19,Y,5,0
32,56000,MORTGAGE,3.0,MEDICAL,A,6000,7.68,0.11,N,8,0
23,45000,RENT,4.0,EDUCATION,A,14000,6.17,0.32,N,4,1
24,60000,MORTGAGE,5.0,MEDICAL,A,16000,6.91,0.27,N,2,0
24,30000,RENT,8.0,DEBTCONSOLIDATION,D,2400,15.62,0.08,Y,2,1
25,100000,MORTGAGE,1.0,VENTURE,B,15000,10.99,0.15,N,3,0
31,25200,RENT,0.0,HOMEIMPROVEMENT,D,8000,14.59,0.32,Y,6,1
23,60000,MORTGAGE,7.0,EDUCATION,B,10000,12.18,0.17,N,4,0
28,56000,RENT,0.0,MEDICAL,B,9000,10.65,0.16,N,7,0
22,35496,RENT,5.0,VENTURE,D,3200,14.54,0.09,Y,3,1
22,30000,RENT,3.0,PERSONAL,A,12000,8.49,0.4,N,2,1
27,75000,MORTGAGE,2.0,PERSONAL,B,8000,10.99,0.11,N,10,0
27,65000,MORTGAGE,2.0,PERSONAL,B,12000,9.88,0.18,N,7,0
28,25000,RENT,12.0,VENTURE,B,5000,11.11,0.2,N,5,0
24,50000,RENT,0.0,MEDICAL,C,16000,13.85,0.32,Y,4,1
26,70000,MORTGAGE,5.0,VENTURE,A,8000,7.88,0.11,N,4,0
22,36996,RENT,2.0,HOMEIMPROVEMENT,B,12000,11.58,0.33,N,2,1
21,65000,MORTGAGE,5.0,EDUCATION,A,6000,7.49,0.09,N,4,0
27,55000,RENT,3.0,HOMEIMPROVEMENT,B,20000,12.69,0.36,N,10,1
26,76000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,15000,11.36,0.2,N,4,0
22,40000,RENT,3.0,MEDICAL,B,12000,11.71,0.3,N,3,0
25,62000,RENT,5.0,HOMEIMPROVEMENT,B,12000,12.61,0.19,N,3,0
22,44000,RENT,1.0,VENTURE,D,7000,16.07,0.16,Y,3,1
22,72000,RENT,3.0,EDUCATION,B,11000,10.37,0.16,N,2,0
23,36000,RENT,4.0,MEDICAL,D,8000,16.32,0.22,Y,3,1
27,40000,RENT,6.0,MEDICAL,A,6000,7.88,0.15,N,9,0
26,36000,RENT,0.0,PERSONAL,C,4000,13.49,0.11,Y,3,0
26,60000,RENT,4.0,VENTURE,A,9000,5.79,0.15,N,3,0
29,92000,MORTGAGE,5.0,VENTURE,A,6000,6.03,0.07,N,7,0
29,40000,RENT,13.0,MEDICAL,B,6000,10.25,0.15,N,7,0
22,50000,RENT,0.0,EDUCATION,C,10000,13.11,0.2,Y,3,0
22,82000,MORTGAGE,6.0,EDUCATION,A,15000,7.88,0.18,N,2,0
23,115000,MORTGAGE,4.0,PERSONAL,A,7300,8.94,0.07,N,2,0
26,15000,RENT,0.0,DEBTCONSOLIDATION,D,2700,15.28,0.17,Y,4,1
27,14400,RENT,0.0,DEBTCONSOLIDATION,B,2000,10.65,0.14,N,9,0
27,200000,MORTGAGE,12.0,MEDICAL,A,15000,7.88,0.07,N,9,0
22,42000,RENT,3.0,EDUCATION,A,7000,7.9,0.17,N,4,0
28,45000,RENT,6.0,MEDICAL,A,10000,7.51,0.22,N,8,0
31,60000,MORTGAGE,10.0,MEDICAL,B,6000,11.71,0.1,N,8,0
29,69000,MORTGAGE,4.0,EDUCATION,D,15000,14.42,0.22,Y,7,1
30,140000,MORTGAGE,14.0,PERSONAL,A,7000,5.42,0.05,N,10,0
27,52728,RENT,4.0,DEBTCONSOLIDATION,C,5000,14.27,0.09,Y,7,0
22,40000,RENT,2.0,MEDICAL,B,12000,12.18,0.3,N,3,0
22,100000,MORTGAGE,1.0,EDUCATION,C,12000,13.22,0.12,Y,3,0
24,60000,MORTGAGE,0.0,EDUCATION,B,8500,10.59,0.14,N,3,0
26,60400,RENT,7.0,DEBTCONSOLIDATION,E,25000,17.93,0.4,Y,3,1
23,85000,MORTGAGE,7.0,EDUCATION,F,20800,18.43,0.25,Y,3,0
23,26004,RENT,1.0,PERSONAL,B,1800,10.95,0.07,N,2,0
27,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000,5.79,0.1,N,9,0
26,85000,MORTGAGE,10.0,EDUCATION,A,8000,7.29,0.09,N,3,0
32,52000,MORTGAGE,6.0,PERSONAL,A,7125,6.03,0.14,N,6,0
29,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.59,0.2,N,8,0
30,70000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.29,0.14,N,6,0
35,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5000,6.62,0.06,N,6,0
26,48000,RENT,6.0,MEDICAL,B,24000,11.71,0.51,N,3,1
49,95000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,5000,7.51,0.05,N,13,0
35,28000,RENT,2.0,EDUCATION,D,10000,14.96,0.36,N,5,1
22,60000,MORTGAGE,6.0,EDUCATION,A,5000,5.42,0.08,N,2,0
25,29000,RENT,0.0,PERSONAL,E,5000,16.45,0.17,N,2,1
32,70000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,8000,9.62,0.11,N,6,0
37,780000,RENT,9.0,HOMEIMPROVEMENT,B,7500,12.18,0.01,N,7,0
23,85000,MORTGAGE,7.0,EDUCATION,A,7750,8.49,0.09,N,3,0
26,48000,MORTGAGE,4.0,PERSONAL,C,8000,13.49,0.17,N,4,0
29,50000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,4000,13.99,0.08,Y,7,0
26,70000,RENT,2.0,VENTURE,C,10000,13.48,0.14,N,4,0
23,95000,RENT,0.0,MEDICAL,B,12000,12.69,0.13,N,2,0
23,70000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.0,0.14,N,2,0
28,14400,OWN,0.0,PERSONAL,E,2250,18.64,0.15,Y,9,1
